trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.0120011	0.00282
-0.0099	-0.0007	-0.1041	-0.0003630284844148205	0.0004572762640225143	0.00017104226669544429	1.18060243	64.75525665	1.12748153	0.16426735075663895	0.0112301	0.001
-0.0096	0.078	-0.1571	0.0006178465552059926	0.0004014257279586958	0.0003054326190990077	1.10976291	60.86975861	1.08094812	0.19055579640440973	0.0159094	0.00108
-0.009	0.0361	-0.2086	0.0015707963267948967	0.0001937315469713706	0.00037524578917878077	1.00503778	55.12565613	1.00034114	0.15552285613280012	0.0176277	0.00139
-0.0119	0.0236	-0.2004	0.0012095131716320703	0.0003351032163829112	0.000312413936106985	0.95620614	52.44726944	0.9693138	0.05187433388230815	0.0180703	0.00105
-0.0169	-0.0154	-0.1832	0.0013055062804917586	0.0002600540585471551	0.0001256637061435917	1.07025981	58.70304108	1.05561884	0.0790896248329419	0.0152341	0.00043
-0.0017	0.0286	-0.1083	-0.00029321531433504735	0.0004974188368183839	0.0004468042885105483	1.10475111	60.59486389	1.08054313	0.2419613477732496	0.0123943	0.00016
-0.0254	0.0777	-0.0984	-0.0003298672286269283	0.0009302604913129776	-3.839724354387525e-05	0.98045844	53.77749252	0.99183158	0.1304347550420449	0.0138424	0.00033
-0.0142	0.0976	-0.084	-0.0005131268000863328	0.0005497787143782138	0.00020943951023931956	0.97771311	53.62691498	0.99431587	0.08607890510886816	0.0124221	0.0001
-0.0134	0.0718	-0.0721	-0.0006213372137099814	0.0003787364476827695	0.00017802358370342162	0.99369508	54.50351334	0.98110184	0.05403343034274955	0.0134655	0.00035
-0.0127	0.0411	-0.0631	-0.0008918632477691023	0.000486946861306418	0.00013788101090755203	0.99122155	54.36784363	0.98064603	0.061343951023931954	0.0131772	0.0004
-0.016	0.0081	-0.0576	-0.0009040805525330626	0.00041713369122664475	8.203047484373349e-05	0.98714548	54.14427185	0.98024206	0.04869405054537761	0.0141484	0.00033
-0.0106	0.0116	-0.0533	-0.0009389871375729493	0.00018500490071139895	6.632251157578452e-05	0.98163581	53.84207153	0.97809216	0.02733716694115407	0.0136198	0.00035
-0.0113	0.0048	0.0118	0.00017104226669544429	-0.0002478367537831948	-1.2217304763960308e-05	1.06571698	58.45386887	1.04184238	0.15367054375513658	0.0139129	0.0002
-0.0159	0.0381	0.1539	0.0008848819307611251	-0.0005480333851262194	-0.0002478367537831948	1.12750077	61.84267044	1.09085711	0.24248278722139696	0.0182068	0.00076
-0.0126	0.0275	0.2191	0.0013037609512397642	-0.0008552113334772215	-0.00020594885173533088	0.98079878	53.79616165	0.9944716	0.11749724354387522	0.0213115	0.00114
-0.0183	-0.0307	0.2043	0.001377064779823526	-0.0004136430327226561	-0.0005340707511102648	0.93670219	51.377491	0.96327188	0.12084970143566304	0.0196239	0.00074
