sub_id	moral_decision	RT	press_order	trial_type	vigtext	cond_id	vig_id
sub-31	4	2.899975399952382	1.0	care_emotional	You see a girl laughing when she realizes her friend's dad is the janitor.	care_emotional06	20
sub-31	2	5.580328299896792	2.0	deference	You see an employee ignoring an urgent email from their supervisor.	deference04	124
sub-31	4	2.412044500000775	3.0	sanctity	You see a man having sex with a frozen chicken before cooking it for dinner.	sanctity01	90
sub-31	1	4.446101999841631	4.0	social_norms	You see a man eating a bowl of cereal in the morning with water instead of milk.	social_norms07	111
sub-31	4	4.815625000046566	5.0	group	You see students spreading malicious rumors about a transfer student, making them feel unwelcome to the school.	group03	133
sub-31	4	3.4150348999537528	6.0	sanctity	You see two first cousins getting married to each other in an elaborate wedding.	sanctity13	102
sub-31	4	3.45279059978202	7.0	heroism	You see people standing still while a woman is being attacked by a man and is calling for help.	heroism02	137
sub-31	4	4.952112199971452	8.0	reciprocity	You see a client refusing to pay to the contractor after the work is completed.	reciprocity02	147
sub-31	3	4.158169699832797	9.0	group	You see a neighbor refusing to help another neighbor, claiming that it is not their responsibility.	group02	132
sub-31	4	4.30668789986521	10.0	family	You see a daughter spreading false accusations about her mother's mental health to gain control of her inheritance.	family02	127
sub-31	3	4.076585799921304	11.0	loyalty	You see a Hollywood star agreeing with a foreign dictator's denunciation of the US.	loyalty10	84
sub-31	3	4.747563599841669	12.0	deference	You see a citizen refusing to follow public health guidelines from medical officials during a pandemic.	deference02	122
sub-31	2	5.317559199873358	13.0	social_norms	You see someone at the school gym lifting free weights in nice business clothes.	social_norms06	110
sub-31	2	3.037484399974346	14.0	authority	You see a girl repeatedly interrupting her teacher as he explains a new concept.	authority03	2
sub-31	3	3.4978336999192834	15.0	authority	You see a group of women having a long and loud conversation during a church sermon.	authority12	11
sub-31	2	5.019387299893424	16.0	fairness	You see a boy skipping to the front of the line because his friend is an employee.	fairness12	56
sub-31	2	7.336743399733677	17.0	authority	You see a man turn his back and walk away while his boss questions his work.	authority13	12
sub-31	2	3.2292309999465942	18.0	reciprocity	You see a volunteer promising to organize a fundraising event but fails to follow through.	reciprocity01	146
sub-31	3	4.367614599876106	19.0	fairness	You see a woman lying about the number of vacation days she has taken at work.	fairness13	57
sub-31	4	4.453617200022563	20.0	family	You see a brother betraying his sister’s trust by spreading rumors about her to friends and family.	family03	128
sub-31	4	3.6485282997600734	21.0	sanctity	You see a man in a bar using his phone to watch people having sex with animals.	sanctity05	94
sub-31	4	2.004384199855849	22.0	care_emotional	You see a man laughing at a disabled co-worker while at an office softball game.	care_emotional15	29
sub-31	4	2.6248720998410136	23.0	property	You see a teenager spray painting graffiti on the side of a neighbor’s house.	property03	143
sub-31	3	2.817613699706272	24.0	loyalty	You see a teacher publicly saying she hopes another school wins the math contest.	loyalty07	81
