sub_id	moral_decision	RT	smid_id
sub-08	3.0	n/a	b14_p277_14
sub-08	n/a	n/a	b2_p21_3
sub-08	3.0	0.6548149000000194	b2_p44_19
sub-08	2.0	0.6838623000003281	b10_p146_6
sub-08	2.0	0.6853212000005442	b13_p241_9
sub-08	2.0	0.3996682999995755	b8_p115_14
sub-08	2.0	0.4861397000013312	b13_p218_10
sub-08	3.0	n/a	b13_p231_16
sub-08	5.0	0.4372419000001173	b15_p326_1
sub-08	2.0	0.3228433000003861	b14_p258_6
sub-08	3.0	n/a	b4_p52_11
sub-08	4.0	0.90666180000062	b15_p303_2
sub-08	2.0	0.33842949999962	b4_p67_11
sub-08	3.0	n/a	b11_p159_10
sub-08	3.0	n/a	b13_p231_11
sub-08	4.0	0.5814434000012625	b2_p17_16
sub-08	2.0	n/a	b1_p6_2
sub-08	3.0	n/a	b13_p226_20
sub-08	2.0	n/a	b15_p450_17
sub-08	3.0	n/a	b15_p293_5
sub-08	4.0	n/a	b14_p284_15
sub-08	3.0	n/a	b2_p28_19
sub-08	3.0	n/a	b4_p53_1
sub-08	3.0	n/a	b14_p267_11
sub-08	4.0	0.3126174999997602	b999_p479_2
sub-08	3.0	0.4997719000002689	b9_p120_10
