sub_id	moral_decision	RT	press_order	trial_type	vigtext	cond_id	vig_id
sub-08	4.0	3.833557599999949	1.0	family	You see a father abusing his daughter using violence to control and intimidate her.	family01	126
sub-08	4.0	4.465647400000307	2.0	group	You see a community leader embezzling funds meant for community protection and development.	group05	135
sub-08	2.0	4.076256400000148	3.0	property	You see a student taking a laptop out of another student’s bag.	property05	145
sub-08	2.0	6.653176899999835	4.0	loyalty	You see a US swimmer cheering as a Chinese foe beats his teammate to win the gold.	loyalty15	89
sub-08	3.0	6.137945699999818	5.0	fairness	You see a soccer player pretending to be seriously fouled by an opposing player.	fairness04	48
sub-08	4.0	6.3837070999998105	6.0	care_physical	You see a boy setting a series of traps to kill stray cats in his neighborhood.	care_physical08	37
sub-08	4.0	4.525934100000086	7.0	heroism	You see a soldier deserting their unit in the midst of a dangerous mission.	heroism01	136
sub-08	2.0	4.560639100000117	8.0	social_norms	You see a man walking down a dark hallway while still wearing his sunglasses.	social_norms10	114
sub-08	4.0	5.012381400000322	9.0	care_physical	You see a zoo trainer jabbing a dolphin to get it to entertain the customers.	care_physical04	33
sub-08	3.0	4.823468999999932	10.0	deference	You see a student storming out of the class after yelling at the teacher.	deference03	123
sub-08	3.0	7.553358099999968	11.0	deference	You see a member of a religious community talking back to the priest during a sermon.	deference01	121
sub-08	2.0	6.453798399999869	12.0	loyalty	You see an American telling foreigners that the US is an evil force in the world.	loyalty12	86
sub-08	3.0	5.149487300000146	13.0	group	You see a business manager creating animosity between different teams by using downward comparison.	group01	131
sub-08	2.0	5.794107499999882	14.0	loyalty	You see an employee joking with competitors about how bad his company did last year.	loyalty01	75
sub-08	3.0	6.493140499999754	15.0	authority	You see a teenage girl coming home late and ignoring her parents' strict curfew.	authority05	4
sub-08	n/a	n/a	16.0	sanctity	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	sanctity08	97
sub-08	4.0	7.17582880000009	17.0	property	You see a thief stealing a bicycle that is parked outside a store.	property04	144
sub-08	4.0	4.839593799999875	18.0	reciprocity	You see a friend refusing to respond to another friend’s call to avoid paying back money.	reciprocity04	149
sub-08	3.0	3.406676300000072	19.0	fairness	You see a student copying a classmate's answer sheet on a makeup final exam.	fairness01	45
sub-08	4.0	5.244144100000085	20.0	fairness	You see a politician using federal tax dollars to build an extension on his home.	fairness15	59
sub-08	3.0	5.546011800000088	21.0	heroism	You see a group of people standing by as two men are fighting on the street.	heroism04	139
sub-08	4.0	3.403882399999929	22.0	sanctity	You see a woman having intimate relations with a recently deceased loved one.	sanctity07	96
sub-08	1.0	4.62880210000003	23.0	social_norms	You see someone reading the ending of a spy novel before reading the beginning.	social_norms13	117
sub-08	3.0	4.971013900000344	24.0	authority	You see an employee trying to undermine all of her boss' ideas in front of others.	authority07	6
