name	volume	thickness	area	meancurv
Left-G_and_S_frontomargin	2271.0	2.357	979.0	0.164
Left-G_and_S_occipital_inf	2442.0	2.033	1104.0	0.146
Left-G_and_S_paracentral	2758.0	2.051	1257.0	0.116
Left-G_and_S_subcentral	3312.0	2.836	1058.0	0.119
Left-G_and_S_transv_frontopol	1742.0	2.46	582.0	0.162
Left-G_and_S_cingul-Ant	4350.0	2.959	1440.0	0.103
Left-G_and_S_cingul-Mid-Ant	2585.0	2.703	1025.0	0.086
Left-G_and_S_cingul-Mid-Post	2508.0	2.759	959.0	0.113
Left-G_cingul-Post-dorsal	1658.0	2.822	475.0	0.14
Left-G_cingul-Post-ventral	648.0	2.792	181.0	0.13
Left-G_cuneus	2526.0	1.653	1452.0	0.148
Left-G_front_inf-Opercular	3348.0	2.847	981.0	0.116
Left-G_front_inf-Orbital	974.0	2.726	268.0	0.135
Left-G_front_inf-Triangul	2875.0	2.836	804.0	0.126
Left-G_front_middle	9760.0	2.549	3255.0	0.145
Left-G_front_sup	17711.0	2.795	5395.0	0.124
Left-G_Ins_lg_and_S_cent_ins	1662.0	3.542	467.0	0.135
Left-G_insular_short	2416.0	4.018	465.0	0.11
Left-G_occipital_middle	3208.0	2.099	1352.0	0.15
Left-G_occipital_sup	1886.0	1.976	941.0	0.15
Left-G_oc-temp_lat-fusifor	4036.0	2.819	1222.0	0.141
Left-G_oc-temp_med-Lingual	4653.0	1.833	2391.0	0.167
Left-G_oc-temp_med-Parahip	3174.0	3.169	749.0	0.072
Left-G_orbital	6100.0	2.831	1732.0	0.149
Left-G_pariet_inf-Angular	4861.0	2.669	1541.0	0.141
Left-G_pariet_inf-Supramar	8475.0	2.769	2611.0	0.135
Left-G_parietal_sup	5870.0	2.095	2426.0	0.116
Left-G_postcentral	3877.0	1.973	1777.0	0.119
Left-G_precentral	5487.0	2.783	1550.0	0.096
Left-G_precuneus	6087.0	2.395	2138.0	0.142
Left-G_rectus	1658.0	2.545	527.0	0.126
Left-G_subcallosal	1228.0	2.642	459.0	0.132
Left-G_temp_sup-G_T_transv	1119.0	2.076	465.0	0.091
Left-G_temp_sup-Lateral	5924.0	3.175	1410.0	0.125
Left-G_temp_sup-Plan_polar	1938.0	3.409	525.0	0.051
Left-G_temp_sup-Plan_tempo	1803.0	2.527	672.0	0.064
Left-G_temporal_inf	8028.0	2.939	2210.0	0.123
Left-G_temporal_middle	7652.0	2.869	2089.0	0.138
Left-Lat_Fis-ant-Horizont	308.0	2.153	174.0	0.089
Left-Lat_Fis-ant-Vertical	606.0	2.77	279.0	0.09
Left-Lat_Fis-post	1611.0	2.591	866.0	0.112
Left-Pole_occipital	2465.0	1.662	1458.0	0.158
Left-Pole_temporal	4945.0	3.179	1411.0	0.152
Left-S_calcarine	2440.0	1.89	1597.0	0.123
Left-S_central	3571.0	2.098	1985.0	0.091
Left-S_cingul-Marginalis	1827.0	2.451	879.0	0.09
Left-S_circular_insula_ant	857.0	3.156	345.0	0.095
Left-S_circular_insula_inf	2509.0	3.172	992.0	0.069
Left-S_circular_insula_sup	2680.0	2.958	1141.0	0.103
Left-S_collat_transv_ant	1912.0	2.838	777.0	0.102
Left-S_collat_transv_post	573.0	1.855	370.0	0.115
Left-S_front_inf	2937.0	2.326	1420.0	0.108
Left-S_front_middle	2170.0	2.399	957.0	0.135
Left-S_front_sup	4368.0	2.515	1993.0	0.101
Left-S_interm_prim-Jensen	523.0	2.288	264.0	0.097
Left-S_intrapariet_and_P_trans	3814.0	2.272	2008.0	0.1
Left-S_oc_middle_and_Lunatus	683.0	1.878	443.0	0.122
Left-S_oc_sup_and_transversal	1138.0	1.941	702.0	0.112
Left-S_occipital_ant	1419.0	2.086	721.0	0.103
Left-S_oc-temp_lat	1607.0	2.632	727.0	0.102
Left-S_oc-temp_med_and_Lingual	3051.0	2.471	1445.0	0.102
Left-S_orbital_lateral	539.0	2.505	259.0	0.123
Left-S_orbital_med-olfact	906.0	2.767	422.0	0.105
Left-S_orbital-H_Shaped	2430.0	2.812	943.0	0.123
Left-S_parieto_occipital	2883.0	2.188	1552.0	0.118
Left-S_pericallosal	1256.0	1.838	825.0	0.111
Left-S_postcentral	4528.0	2.205	2267.0	0.104
Left-S_precentral-inf-part	2143.0	2.551	1025.0	0.097
Left-S_precentral-sup-part	1632.0	2.512	753.0	0.086
Left-S_suborbital	1296.0	2.688	518.0	0.127
Left-S_subparietal	1570.0	2.407	788.0	0.104
Left-S_temporal_inf	2661.0	2.247	1382.0	0.106
Left-S_temporal_sup	9119.0	2.529	3919.0	0.1
Left-S_temporal_transverse	584.0	2.031	354.0	0.1
