sub_id	moral_decision	RT	smid_id
sub-33	2.0	0.7102027996443212	b2_p18_17
sub-33	3.0	0.7172413999214768	b10_p138_1
sub-33	1.0	0.5377106000669301	b8_p112_15
sub-33	1.0	0.6480783000588417	b13_p226_5
sub-33	2.0	0.3233092995360493	b15_p403_7
sub-33	5.0	0.3269400997087359	b999_p492_7
sub-33	2.0	0.3225169000215828	b15_p319_16
sub-33	1.0	0.7112032999284565	b15_p393_19
sub-33	5.0	0.1198773998767137	b11_p172_20
sub-33	1.0	0.4387224996462464	b999_p482_13
sub-33	5.0	0.3545391000807285	b15_p296_11
sub-33	5.0	0.3044694000855088	b13_p237_11
sub-33	2.0	0.4882687996141612	b13_p227_1
sub-33	1.0	0.4910768996924162	b13_p224_12
sub-33	1.0	0.3512959997169673	b15_p313_14
sub-33	2.0	0.3592278999276459	b13_p217_6
sub-33	2.0	0.3818675996735692	b15_p454_10
sub-33	1.0	0.4338729996234178	b4_p53_10
sub-33	2.0	0.3450028002262115	b15_p401_3
sub-33	1.0	0.5408654999919236	b4_p52_14
sub-33	1.0	0.3724246001802385	b2_p44_12
sub-33	2.0	0.4565992997959256	b11_p166_19
sub-33	5.0	0.3325733998790383	b999_p496_2
sub-33	3.0	0.4907563999295234	b10_p146_17
sub-33	3.0	0.6005098996683955	b15_p394_12
sub-33	4.0	0.3946600998751819	b15_p476_17
