sub_id	moral_decision	RT	press_order	trial_type	vigtext	cond_id	vig_id
sub-11	4	6.920888599997852	1.0	group	You see a business manager creating animosity between different teams by using downward comparison.	group01	131
sub-11	3	4.36992269998882	2.0	fairness	You see a student copying a classmate's answer sheet on a makeup final exam.	fairness01	45
sub-11	2	5.157512500009034	3.0	fairness	You see a soccer player pretending to be seriously fouled by an opposing player.	fairness04	48
sub-11	2	4.346903400029987	4.0	heroism	You see a group of people standing by as two men are fighting on the street.	heroism04	139
sub-11	2	4.058200599974953	5.0	social_norms	You see someone reading the ending of a spy novel before reading the beginning.	social_norms13	117
sub-11	4	3.756704300001729	6.0	care_physical	You see a boy setting a series of traps to kill stray cats in his neighborhood.	care_physical08	37
sub-11	4	3.100454900006298	7.0	care_physical	You see a zoo trainer jabbing a dolphin to get it to entertain the customers.	care_physical04	33
sub-11	3	4.617734000028577	8.0	reciprocity	You see a friend refusing to respond to another friend’s call to avoid paying back money.	reciprocity04	149
sub-11	1	2.763879199977964	9.0	social_norms	You see a man walking down a dark hallway while still wearing his sunglasses.	social_norms10	114
sub-11	2	6.328641299973242	10.0	deference	You see a member of a religious community talking back to the priest during a sermon.	deference01	121
sub-11	4	3.4954095000284724	11.0	property	You see a thief stealing a bicycle that is parked outside a store.	property04	144
sub-11	3	3.1646029999828897	12.0	authority	You see a teenage girl coming home late and ignoring her parents' strict curfew.	authority05	4
sub-11	4	4.661205599957611	13.0	sanctity	You see a woman having intimate relations with a recently deceased loved one.	sanctity07	96
sub-11	2	5.336033099971246	14.0	sanctity	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	sanctity08	97
sub-11	4	2.6486917000147514	15.0	fairness	You see a politician using federal tax dollars to build an extension on his home.	fairness15	59
sub-11	2	4.328384199994616	16.0	property	You see a student taking a laptop out of another student’s bag.	property05	145
sub-11	4	4.088652300008107	17.0	group	You see a community leader embezzling funds meant for community protection and development.	group05	135
sub-11	2	3.535443499975372	18.0	heroism	You see a soldier deserting their unit in the midst of a dangerous mission.	heroism01	136
sub-11	2	7.057367499975953	19.0	loyalty	You see an employee joking with competitors about how bad his company did last year.	loyalty01	75
sub-11	4	1.782604900014121	20.0	family	You see a father abusing his daughter using violence to control and intimidate her.	family01	126
sub-11	2	4.358399999968242	21.0	loyalty	You see an American telling foreigners that the US is an evil force in the world.	loyalty12	86
sub-11	3	3.0948038999922574	22.0	authority	You see an employee trying to undermine all of her boss' ideas in front of others.	authority07	6
sub-11	3	2.7089142000186257	23.0	deference	You see a student storming out of the class after yelling at the teacher.	deference03	123
sub-11	2	4.479049300018232	24.0	loyalty	You see a US swimmer cheering as a Chinese foe beats his teammate to win the gold.	loyalty15	89
