sub_id	moral_decision	RT	smid_id
sub-23	3.0	0.2611039000330493	b15_p401_3
sub-23	3.0	0.4299593999749049	b10_p138_1
sub-23	4.0	n/a	b15_p296_11
sub-23	3.0	0.4883077000267803	b13_p217_6
sub-23	3.0	0.4193721000337973	b11_p166_19
sub-23	3.0	0.6769431000575423	b13_p227_1
sub-23	3.0	0.3212008000118658	b13_p226_5
sub-23	2.0	0.2961822999641299	b13_p224_12
sub-23	3.0	n/a	b15_p394_12
sub-23	1.0	0.1539121998939663	b15_p313_14
sub-23	2.0	0.4289612000575289	b2_p44_12
sub-23	5.0	0.6955533999716863	b999_p496_2
sub-23	2.0	0.0439768000505864	b8_p112_15
sub-23	2.0	n/a	b999_p482_13
sub-23	2.0	n/a	b15_p319_16
sub-23	4.0	n/a	b11_p172_20
sub-23	3.0	n/a	b15_p454_10
sub-23	2.0	1.868804499972612	b10_p146_17
sub-23	3.0	n/a	b15_p403_7
sub-23	4.0	n/a	b999_p492_7
sub-23	5.0	0.4964335999684408	b13_p237_11
sub-23	2.0	n/a	b4_p52_14
sub-23	1.0	n/a	b4_p53_10
sub-23	2.0	n/a	b15_p393_19
sub-23	4.0	n/a	b15_p476_17
sub-23	4.0	n/a	b2_p18_17
