sub_id	moral_decision	RT	smid_id
sub-27	3.0	0.5106363999657333	b2_p21_3
sub-27	2.0	1.228928399272263	b15_p293_5
sub-27	4.0	0.0975202997215092	b15_p303_2
sub-27	2.0	0.0713994996622204	b2_p17_16
sub-27	2.0	0.3953130994923413	b14_p258_6
sub-27	2.0	1.734796399716288	b10_p146_6
sub-27	2.0	0.1769257998093962	b13_p241_9
sub-27	1.0	0.3580466993153095	b15_p450_17
sub-27	3.0	0.3174025998450815	b4_p52_11
sub-27	1.0	0.7427187999710441	b8_p115_14
sub-27	3.0	0.2954703993164003	b4_p53_1
sub-27	3.0	0.2971606999635696	b14_p277_14
sub-27	3.0	n/a	b13_p231_16
sub-27	3.0	0.1662977994419634	b2_p44_19
sub-27	2.0	0.1219470994547009	b11_p159_10
sub-27	1.0	0.3111572996713221	b4_p67_11
sub-27	4.0	0.4714652998372912	b2_p28_19
sub-27	3.0	0.2358051999472081	b13_p226_20
sub-27	4.0	0.3936501992866397	b999_p479_2
sub-27	5.0	0.2898956993594765	b15_p326_1
sub-27	3.0	0.0223845993168652	b13_p231_11
sub-27	4.0	0.2895364994183182	b14_p284_15
sub-27	5.0	0.5116424993611872	b9_p120_10
sub-27	2.0	0.371883999556303	b14_p267_11
sub-27	2.0	0.4899577996693551	b13_p218_10
sub-27	1.0	0.5575331994332373	b1_p6_2
