sub_id	moral_decision	RT	smid_id
sub-27	4.0	0.2718555997125804	b15_p474_18
sub-27	3.0	0.5759336999617517	b11_p160_20
sub-27	3.0	0.6326175997965038	b11_p158_9
sub-27	4.0	0.5774451992474496	b2_p44_20
sub-27	2.0	0.3381065996363759	b2_p23_14
sub-27	5.0	0.9781180997379124	b999_p478_2
sub-27	3.0	n/a	b11_p160_3
sub-27	5.0	0.6566777997650206	b10_p137_2
sub-27	4.0	0.4961817995645106	b999_p483_8
sub-27	1.0	0.5706742997281253	b15_p450_2
sub-27	2.0	0.5909090996719897	b2_p28_9
sub-27	1.0	0.0251531996764242	b11_p172_15
sub-27	2.0	0.2767635998316109	b10_p127_20
sub-27	5.0	n/a	b15_p473_18
sub-27	2.0	0.3510459996759891	b14_p263_20
sub-27	4.0	0.0906047993339598	b11_p160_11
sub-27	1.0	0.0842124000191688	b999_p483_16
sub-27	2.0	0.5712904999963939	b15_p349_7
sub-27	3.0	n/a	b15_p415_6
sub-27	4.0	0.8050533998757601	b14_p263_2
sub-27	4.0	n/a	b13_p233_19
sub-27	4.0	n/a	b15_p447_17
sub-27	5.0	0.1638631001114845	b2_p18_20
sub-27	1.0	n/a	b11_p157_3
sub-27	3.0	n/a	b14_p263_18
sub-27	4.0	0.1289114998653531	b15_p363_5
