sub_id	moral_decision	RT	press_order	trial_type	vigtext	cond_id	vig_id
sub-14	1	4.784088900312781	1.0	loyalty	You see a coach celebrating with the opposing team's players who just won the game.	loyalty02	76
sub-14	4	5.367325300350785	2.0	family	You see a mother taking money from her child’s college fund to pay for her own expenses.	family04	129
sub-14	3	3.9050142001360655	3.0	deference	You see a soldier disobeying a lawful order from their commanding officer.	deference05	125
sub-14	2	5.567208600230515	4.0	property	You see a customer walking out the coffee shop with the store’s mug cup.	property01	141
sub-14	4	5.141428099945188	5.0	fairness	You see a judge taking on a criminal case although he is friends with the defendant.	fairness06	50
sub-14	3	5.407653000205755	6.0	fairness	You see someone cheating in a card game while playing with a group of strangers.	fairness16	120
sub-14	4	4.383952900301665	7.0	care_emotional	You see a boy telling a woman that she looks just like her overweight bulldog.	care_emotional05	19
sub-14	2	6.96177290007472	8.0	loyalty	You see a former US General saying publicly he would never buy any American product.	loyalty03	77
sub-14	3	6.857291299849749	9.0	authority	You see a staff member talking loudly and interrupting the mayor's speech to the public.	authority11	10
sub-14	4	3.886700900271535	10.0	care_physical	You see a teacher hitting a student's hand with a ruler for falling asleep in class.	care_physical13	42
sub-14	4	5.789063000120223	11.0	reciprocity	You see a coworker promising to cover a shift for another coworker, but does not show up at the last minute.	reciprocity03	148
sub-14	4	4.380365599878132	12.0	reciprocity	You see a roommate not cleaning the shared living space according to the agreed schedule.	reciprocity05	150
sub-14	3	6.522592199966312	13.0	heroism	You see cars passing by when an old man is stuck on the crossroad.	heroism05	140
sub-14	1	4.829465599730611	14.0	heroism	You see people running away from a fire instead of putting it out.	heroism03	138
sub-14	4	4.760732099879533	15.0	care_physical	You see a woman spanking her child with a spatula for getting bad grades in school.	care_physical14	43
sub-14	4	3.729604199994355	16.0	group	You see people humiliating a neighbor to force them to move out.	group04	134
sub-14	4	3.435741300228983	17.0	family	You see a mother favoring one child over the other, constantly neglecting the other child's needs.	family05	130
sub-14	1	4.452840700279921	18.0	social_norms	You see a woman drinking her entire cup of coffee using a stirring spoon.	social_norms03	107
sub-14	1	5.977391500025988	19.0	sanctity	You see a story about a remote tribe eating the flesh of their deceased members.	sanctity11	100
sub-14	3	6.872729500290006	20.0	property	You see an employee taking a monitor from the company and using it for personal use at his home.	property02	142
sub-14	1	4.724431400187314	21.0	social_norms	You see a woman continuing to wear a large sun hat inside her apartment complex.	social_norms05	109
sub-14	2	6.163315299898386	22.0	authority	You see a player publicly yelling at his soccer coach during a playoff game.	authority08	7
sub-14	1	4.423450000118464	23.0	social_norms	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	social_norms14	118
sub-14	2	6.544074600096792	24.0	sanctity	You see a man searching through the trash to find women's discarded underwear.	sanctity12	101
