sub_id	moral_decision	RT	press_order	trial_type	vigtext	cond_id	vig_id
sub-06	4	6.204748100135475	1.0	deference	You see a citizen refusing to follow public health guidelines from medical officials during a pandemic.	deference02	122
sub-06	2	5.981186200166121	2.0	social_norms	You see someone at the school gym lifting free weights in nice business clothes.	social_norms06	110
sub-06	3	4.618016399908811	3.0	property	You see a teenager spray painting graffiti on the side of a neighbor’s house.	property03	143
sub-06	3	5.399841799866408	4.0	authority	You see a group of women having a long and loud conversation during a church sermon.	authority12	11
sub-06	2	6.032468899851665	5.0	fairness	You see a boy skipping to the front of the line because his friend is an employee.	fairness12	56
sub-06	4	4.816448799800128	6.0	family	You see a daughter spreading false accusations about her mother's mental health to gain control of her inheritance.	family02	127
sub-06	4	3.612136699957773	7.0	sanctity	You see a man in a bar using his phone to watch people having sex with animals.	sanctity05	94
sub-06	4	3.433081999886781	8.0	care_emotional	You see a girl laughing when she realizes her friend's dad is the janitor.	care_emotional06	20
sub-06	4	3.85904089990072	9.0	sanctity	You see two first cousins getting married to each other in an elaborate wedding.	sanctity13	102
sub-06	1	4.571695300051943	10.0	social_norms	You see a man eating a bowl of cereal in the morning with water instead of milk.	social_norms07	111
sub-06	4	4.567661300068721	11.0	group	You see students spreading malicious rumors about a transfer student, making them feel unwelcome to the school.	group03	133
sub-06	3	3.16612850013189	12.0	deference	You see an employee ignoring an urgent email from their supervisor.	deference04	124
sub-06	3	5.965912900166586	13.0	family	You see a brother betraying his sister’s trust by spreading rumors about her to friends and family.	family03	128
sub-06	2	5.92122030002065	14.0	group	You see a neighbor refusing to help another neighbor, claiming that it is not their responsibility.	group02	132
sub-06	4	3.9649179000407457	15.0	sanctity	You see a man having sex with a frozen chicken before cooking it for dinner.	sanctity01	90
sub-06	4	2.918452800018713	16.0	care_emotional	You see a man laughing at a disabled co-worker while at an office softball game.	care_emotional15	29
sub-06	2	6.401124899974093	17.0	loyalty	You see a teacher publicly saying she hopes another school wins the math contest.	loyalty07	81
sub-06	3	4.284302499843761	18.0	authority	You see a girl repeatedly interrupting her teacher as he explains a new concept.	authority03	2
sub-06	4	6.831370500149205	19.0	authority	You see a man turn his back and walk away while his boss questions his work.	authority13	12
sub-06	4	3.589497899869457	20.0	heroism	You see people standing still while a woman is being attacked by a man and is calling for help.	heroism02	137
sub-06	4	2.599336599931121	21.0	reciprocity	You see a client refusing to pay to the contractor after the work is completed.	reciprocity02	147
sub-06	3	4.950546700041741	22.0	reciprocity	You see a volunteer promising to organize a fundraising event but fails to follow through.	reciprocity01	146
sub-06	2	7.390877099940553	23.0	fairness	You see a woman lying about the number of vacation days she has taken at work.	fairness13	57
sub-06	2	4.882554000010714	24.0	loyalty	You see a Hollywood star agreeing with a foreign dictator's denunciation of the US.	loyalty10	84
