onset	duration	sub_id	trial_type	vigtext	cond_id	vig_id
8.449133899987373	7.880900500000052	sub-11	fairness	You see a boy skipping to the front of the line because his friend is an employee.	fairness12	56
20.65921870001739	7.909039800000073	sub-11	sanctity	You see a man in a bar using his phone to watch people having sex with animals.	sanctity05	94
32.898466499987535	7.907630999979801	sub-11	heroism	You see people standing still while a woman is being attacked by a man and is calling for help.	heroism02	137
42.25468790000741	7.907344199950103	sub-11	reciprocity	You see a client refusing to pay to the contractor after the work is completed.	reciprocity02	147
51.6124517999674	7.90906300000006	sub-11	authority	You see a girl repeatedly interrupting her teacher as he explains a new concept.	authority03	2
62.403268499997466	7.907360300009941	sub-11	social_norms	You see a man eating a bowl of cereal in the morning with water instead of milk.	social_norms07	111
71.75925619998748	7.9093347999698835	sub-11	sanctity	You see two first cousins getting married to each other in an elaborate wedding.	sanctity13	102
83.99925779998739	7.907355599980065	sub-11	authority	You see a man turn his back and walk away while his boss questions his work.	authority13	12
94.78902899997752	7.906600999989905	sub-11	property	You see a teenager spray painting graffiti on the side of a neighbor’s house.	property03	143
107.02842709997752	7.905370399999811	sub-11	deference	You see a citizen refusing to follow public health guidelines from medical officials during a pandemic.	deference02	122
117.81443319998743	7.907319899999948	sub-11	social_norms	You see someone at the school gym lifting free weights in nice business clothes.	social_norms06	110
130.05377779999753	7.907702599999993	sub-11	loyalty	You see a teacher publicly saying she hopes another school wins the math contest.	loyalty07	81
142.29336279996755	7.906202899989921	sub-11	group	You see a neighbor refusing to help another neighbor, claiming that it is not their responsibility.	group02	132
153.09953800000744	7.90661579999005	sub-11	family	You see a brother betraying his sister’s trust by spreading rumors about her to friends and family.	family03	128
162.45378979999737	7.907365900000059	sub-11	authority	You see a group of women having a long and loud conversation during a church sermon.	authority12	11
173.2417244999674	7.910793100010096	sub-11	care_emotional	You see a girl laughing when she realizes her friend's dad is the janitor.	care_emotional06	20
185.4813846999876	7.90911980001988	sub-11	reciprocity	You see a volunteer promising to organize a fundraising event but fails to follow through.	reciprocity01	146
196.2723509999873	7.907495099990001	sub-11	deference	You see an employee ignoring an urgent email from their supervisor.	deference04	124
205.6332738000173	7.904330099990148	sub-11	group	You see students spreading malicious rumors about a transfer student, making them feel unwelcome to the school.	group03	133
216.41776819998745	7.909076599979926	sub-11	fairness	You see a woman lying about the number of vacation days she has taken at work.	fairness13	57
227.20815600000745	7.908074099980013	sub-11	care_emotional	You see a man laughing at a disabled co-worker while at an office softball game.	care_emotional15	29
239.44622360000744	7.907971100009945	sub-11	sanctity	You see a man having sex with a frozen chicken before cooking it for dinner.	sanctity01	90
251.68766379996737	7.90479049999999	sub-11	loyalty	You see a Hollywood star agreeing with a foreign dictator's denunciation of the US.	loyalty10	84
261.04068999998753	7.908964000009973	sub-11	family	You see a daughter spreading false accusations about her mother's mental health to gain control of her inheritance.	family02	127
