name	volume	thickness	area	meancurv
Left-bankssts	2160.0	2.318	980.0	0.1
Left-caudalanteriorcingulate	2385.0	2.595	892.0	0.117
Left-caudalmiddlefrontal	7008.0	2.54	2636.0	0.101
Left-cuneus	2906.0	1.906	1523.0	0.12
Left-entorhinal	1745.0	3.032	487.0	0.085
Left-fusiform	11192.0	2.794	3711.0	0.112
Left-inferiorparietal	10494.0	2.394	4252.0	0.103
Left-inferiortemporal	10066.0	2.836	3280.0	0.104
Left-isthmuscingulate	2585.0	2.501	1010.0	0.108
Left-lateraloccipital	15305.0	2.179	6748.0	0.118
Left-lateralorbitofrontal	8101.0	2.917	2732.0	0.107
Left-lingual	6351.0	1.946	3325.0	0.118
Left-medialorbitofrontal	6072.0	2.732	2132.0	0.115
Left-middletemporal	11343.0	2.805	3471.0	0.104
Left-parahippocampal	2491.0	3.159	706.0	0.074
Left-paracentral	3572.0	2.285	1464.0	0.082
Left-parsopercularis	4657.0	2.681	1592.0	0.097
Left-parsorbitalis	2623.0	2.849	730.0	0.114
Left-parstriangularis	4386.0	2.549	1573.0	0.096
Left-pericalcarine	2113.0	1.72	1434.0	0.107
Left-postcentral	9634.0	2.162	4143.0	0.092
Left-posteriorcingulate	2851.0	2.36	1169.0	0.099
Left-precentral	12411.0	2.509	4751.0	0.085
Left-precuneus	10747.0	2.504	4185.0	0.103
Left-rostralanteriorcingulate	2736.0	2.979	864.0	0.113
Left-rostralmiddlefrontal	16828.0	2.42	6733.0	0.115
Left-superiorfrontal	22152.0	2.639	7900.0	0.105
Left-superiorparietal	11386.0	2.206	4874.0	0.098
Left-superiortemporal	14804.0	2.95	4620.0	0.092
Left-supramarginal	9907.0	2.503	3809.0	0.104
Left-frontalpole	1049.0	2.573	333.0	0.161
Left-temporalpole	2285.0	3.252	556.0	0.123
Left-transversetemporal	1191.0	2.206	527.0	0.091
Left-insula	7554.0	3.46	2146.0	0.096
