onset	duration	sub_id	trial_type	vigtext	cond_id	vig_id
8.453166900000042	7.879669400000012	sub-15	authority	You see an employee trying to undermine all of her boss' ideas in front of others.	authority07	6
19.21297030000005	7.908793599999853	sub-15	loyalty	You see an American telling foreigners that the US is an evil force in the world.	loyalty12	86
28.56935470000008	7.910059799999999	sub-15	social_norms	You see a man walking down a dark hallway while still wearing his sunglasses.	social_norms10	114
37.92790650000006	7.909009699999842	sub-15	care_physical	You see a boy setting a series of traps to kill stray cats in his neighborhood.	care_physical08	37
48.71739580000008	7.908769899999925	sub-15	fairness	You see a student copying a classmate's answer sheet on a makeup final exam.	fairness01	45
59.509089899999935	7.906557300000031	sub-15	sanctity	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	sanctity08	97
70.30510860000004	7.900249199999962	sub-15	sanctity	You see a woman having intimate relations with a recently deceased loved one.	sanctity07	96
79.65521680000006	7.907480599999872	sub-15	family	You see a father abusing his daughter using violence to control and intimidate her.	family01	126
91.8945326999999	7.90626270000007	sub-15	loyalty	You see an employee joking with competitors about how bad his company did last year.	loyalty01	75
104.12891190000003	7.910020000000031	sub-15	group	You see a business manager creating animosity between different teams by using downward comparison.	group01	131
114.91913299999987	7.9090404000000945	sub-15	property	You see a student taking a laptop out of another student’s bag.	property05	145
124.28050439999993	7.905235800000128	sub-15	group	You see a community leader embezzling funds meant for community protection and development.	group05	135
133.6341359999999	7.909141900000122	sub-15	heroism	You see a soldier deserting their unit in the midst of a dangerous mission.	heroism01	136
142.99260219999996	7.90829020000001	sub-15	care_physical	You see a zoo trainer jabbing a dolphin to get it to entertain the customers.	care_physical04	33
152.3484309999999	7.90981180000017	sub-15	property	You see a thief stealing a bicycle that is parked outside a store.	property04	144
164.58902719999992	7.9070348000000195	sub-15	deference	You see a member of a religious community talking back to the priest during a sermon.	deference01	121
175.37816309999994	7.907352299999957	sub-15	loyalty	You see a US swimmer cheering as a Chinese foe beats his teammate to win the gold.	loyalty15	89
184.7387865999999	7.904428700000153	sub-15	fairness	You see a soccer player pretending to be seriously fouled by an opposing player.	fairness04	48
195.5249432999999	7.907837500000141	sub-15	authority	You see a teenage girl coming home late and ignoring her parents' strict curfew.	authority05	4
204.88098319999995	7.908397100000002	sub-15	fairness	You see a politician using federal tax dollars to build an extension on his home.	fairness15	59
215.6697325	7.909880899999962	sub-15	deference	You see a student storming out of the class after yelling at the teacher.	deference03	123
226.4613672999999	7.906808100000035	sub-15	social_norms	You see someone reading the ending of a spy novel before reading the beginning.	social_norms13	117
235.8175644999999	7.908830500000022	sub-15	heroism	You see a group of people standing by as two men are fighting on the street.	heroism04	139
246.6068831	7.908949299999904	sub-15	reciprocity	You see a friend refusing to respond to another friend’s call to avoid paying back money.	reciprocity04	149
