sub_id	moral_decision	RT	smid_id
sub-09	3	0.8252090999994834	b13_p227_1
sub-09	2	0.7744594999985566	b15_p401_3
sub-09	2	0.521188799999436	b15_p319_16
sub-09	3	0.8819887999998173	b11_p166_19
sub-09	3	0.4874141000000236	b15_p476_17
sub-09	4	0.5304114999999001	b2_p18_17
sub-09	5	0.5418189999982133	b11_p172_20
sub-09	5	0.5042155999999522	b13_p237_11
sub-09	4	0.6806579000003694	b15_p454_10
sub-09	3	0.8936627000002773	b15_p394_12
sub-09	1	0.6032596999993984	b10_p146_17
sub-09	3	0.4677350999991176	b13_p224_12
sub-09	5	0.3800561999996716	b10_p138_1
sub-09	4	0.6597075000008772	b999_p496_2
sub-09	3	0.6687735999985307	b8_p112_15
sub-09	5	0.3359067999990657	b15_p296_11
sub-09	1	0.4851141999988613	b13_p226_5
sub-09	2	0.5680518000008306	b2_p44_12
sub-09	1	0.4347015999992436	b15_p393_19
sub-09	3	0.3161459000002651	b13_p217_6
sub-09	1	0.3633336999992025	b15_p313_14
sub-09	4	0.5225601000001916	b15_p403_7
sub-09	3	0.6696871000003739	b4_p53_10
sub-09	3	0.5782143999986147	b4_p52_14
sub-09	4	0.4498773999985133	b999_p492_7
sub-09	3	0.5020727999999508	b999_p482_13
